Gene_ID	TET1_ALT_1	TET1_ALT_2	TET1_ALT_3	Empty_Vector_1	Empty_Vector_2	Empty_Vector_3	TET1_FL_1	TET1_FL_2	TET1_FL_3
P4HA1	1426.37	1400.06	1416.3	1644.05	1549.17	1430.46	1713.53	1417.17	1597.92
CREBL2	561.481	555.313	510.115	662.129	570.066	591.559	594.938	580.806	614.47
NFKBIA	473.396	450.308	491.621	447.994	451.611	418.512	520.914	493.408	477.419
PMEL	45.8457	47.1174	55.4808	45.0811	41.336	42.3214	52.0914	47.5708	45.1816
ADAT2	838.616	825.901	839.918	867.812	858.184	941.416	740.246	850.742	748.508
TTC18	103.686	106.067	106.516	102.775	97.013	86.0477	109.666	111.339	103.737
FTL	4090.57	3712.18	4569.46	3438.14	3615.35	3722.4	4759.51	4405.27	4060.32
SORCS1	57.1784	59.2334	63.1865	56.3514	56.7598	55.4881	71.2829	63.0589	94.8813
SLC27A4	2006.91	2059.03	2231.56	1931.45	1982.27	1959.95	1631.28	1792.2	1778.65
HM13	2150.63	2156.63	2119.06	2129.38	2032.24	2079.39	1982.21	2197.11	1951.84
PPFIBP1	988.516	988.12	881.528	1034.05	1005.02	1051.45	1088.44	1128.42	1159.66
NAB1	1186.32	1212.94	1123.49	1359.48	1256.12	1215.09	1200.84	1178.21	1439.79
ID1	520.787	551.274	622.618	488.849	523.794	481.524	556.555	597.4	513.564
ERCC2	1119.83	1100.01	1137.47	992.829	1067.36	1096.98	1054.9	1273.28	1146.26
HSPA4L	2567.88	2516.07	2498.18	2890.12	2686.22	2577.84	2368.79	2294.46	2484.99
TMEM106B	1473.76	1296.4	1151.23	1462.32	1496.73	1552.73	2006.89	1393.93	1731.96
SIPA1	708.806	778.111	782.896	586.759	689.138	714.762	677.188	806.491	718.387
RMND5B	591.873	648.874	691.969	576.193	594.127	583.095	614.13	721.306	628.024
SNORD12B	18.0292	28.9436	26.1993	35.2197	31.4647	29.1548	21.9332	13.2756	21.0847
TMEM48	4805.04	4546.16	4449.25	4778.6	5025.71	4801.13	4669.03	4561.26	4980.52
ADAMTS10	127.75	153.468	154.113	95.7974	111.669	137.309	109.666	146.031	173.196
NUPL1	2829.56	2687.71	2707.77	2814.05	2994.7	2847.76	2585.38	2538.95	2685.29
NKX2-1	87.0554	90.8694	95.5503	77.4832	83.2889	88.4047	90.4745	110.63	81.3269
OTUD4	1707.11	1835.56	1551.92	1829.31	1874.31	1908.23	1464.04	1340.83	1394.61
DPYSL4	509.969	512.234	482.375	438.837	466.418	490.928	403.023	483.452	474.407
TMCC2	182.353	196.547	201.888	164.828	186.32	177.75	145.307	178.114	138.557
NAA25	2828.53	2882.24	2730.89	3049.32	2888.58	2910.77	2755.36	2579.88	2811.8
SSSCA1	795.346	778.784	924.68	745.952	755.152	696.893	674.446	708.03	664.169
TRAF3	1322.31	1340.15	1322.29	1239.03	1304.24	1304.44	1307.77	1407.21	1325.33
SPCS2	198.837	189.143	169.525	273.304	211.615	209.726	189.174	161.519	236.45
VPS36	1043.12	1041.3	1026.39	1038.98	1093.86	1100.36	1250.19	1105.19	1230.45
AS3MT	154.641	32.3555	42.7734	241.659	227.329	109.082	219.322	97.1316	173.728
SCYL1	2554.9	2546.69	2695.3	2435.62	2550.64	2439.03	2391.94	2811.7	2565.41
RAB40C	542.937	525.023	579.466	474.056	537.984	456.131	507.205	563.105	471.395
RNF208	25.756	31.636	32.3638	23.245	24.6782	27.2738	19.1916	35.4015	19.5787
ALKBH4	656.823	581.098	695.792	581.198	588.251	543.205	515.226	509.184	519.989
POU3F3	109.206	111.063	107.879	89.4579	107.967	97.8095	93.2161	118.374	82.8329
APPL1	2823.64	2656.32	2424.54	2946.62	2887.99	2810.52	2855.09	2714.39	3081.41
LINC00669	93.2368	96.9273	87.8446	164.124	116.604	106.274	126.116	91.8227	109.942
MAN2B1	1288.83	1253.32	1333.08	1143.93	1257.35	1226.38	1137.79	1490.18	1359.97
SLC35A3	677.899	669.068	647.276	698.053	699.626	791.881	685.413	598.507	679.23
HKR1	210.169	223.471	197.265	247.242	218.402	233.238	241.265	237.854	278.62
PABPN1	580.019	615.806	579.802	556.952	491.462	566.952	511.513	499.327	437.713
FIGNL1	2024.94	2005.18	1921.79	2373.8	2074.2	2107.61	1836.91	1732.46	1929.25
WDR18	2091.9	2182.21	2512.05	2036.4	2041.5	1817	1971.25	2321.01	2013.59
SLC13A3	297.645	292.694	309.538	234.547	259.679	295.215	288.208	273.316	267.513
LRP11	1220.84	1192.07	1138.9	1294.67	1244.28	1214.8	1353.76	1276.67	1299.72
LIFR	2249.02	2107.5	1998.85	2287.87	2371.57	2212.94	2157.68	2061.03	2512.1
LPCAT1	2478.76	2624.44	2555.2	2484.39	2442.52	2283.48	2015.11	2138.47	2082.87
SUN2	1568.03	1561.61	1704.49	1417.24	1530.05	1527.33	1538.07	1841.98	1682.26
CRTAP	2461.76	2378.08	2609.14	2323.79	2346.28	2365.3	2766.33	2777.91	2625.05
SNPH	92.2066	88.85	73.9744	95.7974	101.797	94.0476	74.0246	120.586	106.93
TMEM160	363.16	418.672	614.912	223.997	304.159	354.559	397.539	483.452	367.477
SHOC2	1807.04	1740.65	1632.06	2092.05	1867.52	1816.06	1971.25	1643.96	1781.66
DPYD	155.566	152.631	158.737	162.715	173.364	158.94	208.365	160.413	203.317
SPHK1	636.174	669.741	759.779	586.759	639.782	596.262	575.747	671.522	602.421
TTC7A	428.586	412.209	435.306	356.719	381.054	419.987	400.286	510.077	453.438
PITX1	934.944	961.869	1041.81	760.04	893.967	924.488	723.796	980.179	718.387
BATF2	25.2409	23.5587	26.1993	28.8801	36.4003	27.2738	60.3163	29.87	49.6997
KIAA1524	3024.87	2864.55	2902.59	3492.55	3076.75	3091.7	2826.64	2613.07	2879.57
CLHC1	86.0139	85.4794	78.6379	89.7742	86.9991	88.4267	76.8391	92.9157	93.3723
TSPAN15	441.458	417.326	448.47	406.435	388.681	426.036	452.372	479.027	442.78
C2orf15	36.5736	32.3091	30.8227	38.0372	35.7834	44.2024	65.7996	36.5078	43.6755
HUS1	519.757	500.791	460.799	529.703	558.344	519.143	477.047	462.432	451.816
ST6GALNAC5	39.6643	31.636	35.4461	31.6977	29.6138	31.0357	38.3831	53.1023	28.615
GYPC	393.552	393.767	450.011	396.573	345.495	326.345	488.014	484.558	433.743
PPM1K	1397.01	1363.71	1268.35	1610.95	1464.03	1397.55	1647.73	1304.32	1394.61
TOR1B	565.087	538.485	597.96	612.822	589.192	613.19	578.488	538.767	558.746
HAUS2	942.67	893.885	953.961	1055.18	1008.72	946.119	781.37	774.408	829.835
FOXD1	485.759	500.118	460.799	509.98	521.327	496.571	468.822	525.491	462.358
MATN1-AS1	36.9156	47.1552	55.6557	29.6909	40.2763	31.9755	28.0342	37.5837	38.7133
HAGHL	358.009	399.152	486.998	302.889	318.965	366.786	466.081	482.346	414.165
LRRC26	6.69661	6.73106	18.4936	3.522	1.85086	2.82143	2.74165	11.063	4.51821
CCDC64	57.1784	71.3493	50.8574	66.9173	83.2889	75.2381	49.3497	71.9093	70.7845
ICA1L	101.994	108.37	92.468	107.068	112.286	123.202	112.408	108.417	128.015
LOC100506368	3.60584	6.05796	0	7.04393	9.25432	5.64285	13.7083	17.7008	7.53026
VPS28	615.569	576.179	675.016	531.112	579.32	564.285	666.221	618.42	584.349
MIR1248	6.84764	5.67483	6.22358	4.39981	5.63709	1.99864	26.5502	3.08135	3.77798
TEX19	54.6028	53.8485	78.5978	51.4207	43.8038	37.619	46.6081	58.6337	76.8087
TRMT13	607.314	632.25	517.023	771.051	632.065	676.138	628.422	493.106	634.729
MTRNR2L8	0	2.69243	0	130.313	1.85086	107.214	468.822	6.63778	0
ZNF747	651.112	614.546	681.181	586.759	584.256	630.119	570.263	561.999	588.867
CRLF1	165.354	182.412	194.183	144.401	167.812	163.643	222.074	225.685	212.353
FAM175B	966.881	897.924	892.316	1024.19	964.917	958.345	912.97	838.573	858.45
FGFR3	2007.42	2238.75	2120.6	1876.5	1985.98	2024.84	1910.93	2328.76	2322.33
NRARP	1237.83	1155.05	1345.41	1056.59	1079.05	1190.64	1176.17	1221.35	1022.61
RBFA	711.896	707.435	730.497	686.783	661.375	709.119	767.662	715.774	754.533
IRX5	266.317	245.011	226.547	200.752	219.019	231.357	200.14	202.452	189.763
LOC100129794	55.4635	62.7487	43.7749	66.55	65.3987	63.4674	102.277	72.2596	105.091
CRABP2	2848.1	2649.35	3071.48	2594.28	2628.84	2615.46	3553.18	3218.22	2896.14
ATAD3A	2985.64	3052.54	3183.98	3005.64	2907.71	2762.18	2294.76	2861.99	2646.14
HIST1H2BK	2874.37	2657.42	3052.98	2608.37	2639.95	2650.26	2788.26	3190.56	2554.27
MIR558	0	0	0	0.704393	0.616955	0	0	0	0
DKK1	24.7258	30.2898	36.9872	22.5406	25.9121	15.0476	38.3831	32.0826	30.1211
SENP2	2131.57	2073.84	2005.01	2187.84	2180.93	2107.61	2160.42	2064.35	2165.7
CNOT7	2276.83	2121.63	2168.37	2386.48	2242.01	2307.93	2223.48	2183.83	2237.99
SLAIN2	650.082	634.066	548.643	699.462	650.887	689.369	575.747	573.062	581.336
IDH3G	1593.18	1537.24	1657.84	1521.41	1546.95	1492.71	1600.6	1675.81	1566.3
CENPT	1059.09	1169.19	1172.8	1055.18	1039.57	1075.9	915.711	1114.04	1024.12
MTRNR2L1	14.9385	240.972	67.8099	7562.36	61.0785	7460.79	25738.6	206.878	31.6271
ISCA1	516.666	477.232	522.444	559.992	545.388	520.083	479.789	442.519	507.54
FHOD3	709.321	720.897	648.817	760.04	719.986	749.559	721.054	727.944	747.002
ZNF451	2276.32	2372.03	2154.5	2374.51	2398.1	2408.56	2245.41	1997.97	2263.6
LOC645513	83.9596	104.52	100.633	87.9171	75.9589	82.5704	106.319	90.8966	79.2091
COLEC12	1076.09	1055.43	1001.74	1086.88	1080.29	1104.12	967.803	1055.41	997.007
UNCX	130.841	121.159	120.208	102.137	106.116	122.262	104.183	123.905	90.3632
PCYOX1	1962.61	1982.97	1783.09	2059.64	2032.87	2019.2	1935.61	2002.4	1992.51
SHARPIN	453.821	469.155	468.504	426.158	431.251	461.774	471.564	485.664	402.116
D2HGDH	367.281	433.48	477.751	356.423	373.874	354.559	386.573	488.983	376.513
TMEM151A	31.4223	18.847	29.2815	7.04393	14.8069	22.5714	16.4499	17.7008	9.03632
KIAA0825	24.7258	26.2511	29.2815	28.1757	37.0173	45.1428	54.833	28.7637	40.6634
TRAF5	320.92	316.36	286.651	334.587	329.454	325.405	342.706	342.952	340.368
DNASE1L2	20.6048	24.2318	29.2815	16.201	21.5934	18.8095	16.4499	19.9133	24.0968
TPH1	9.27217	11.4428	10.7879	10.5659	21.5934	23.5119	16.4499	14.3819	10.5424
P4HB	10442.5	9930.34	10741.7	9942.51	9931.73	9819.51	9239.36	10214.4	9629.7
TSEN2	550.664	554.64	550.185	615.639	579.937	558.643	542.847	549.83	618.988
FOXF2	829.344	828.594	867.658	686.079	737.261	834.202	811.529	756.707	695.796
PCK2	804.103	829.267	929.303	798.077	778.597	709.119	1790.3	1951.51	2072.33
POP1	1877.1	1871.24	1790.8	2032.17	2005.72	1859.32	1411.95	1614.09	1484.97
MIF	14196.4	13953.4	19583.1	12259.1	12267.4	12337.5	15628.4	15830.9	12667.7
RLN2	14.4234	12.789	16.9525	11.9747	9.87127	13.1667	16.4499	6.63778	13.5545
LOC100131691	72.2207	62.5721	59.1276	60.513	53.5592	46.3251	70.2388	48.5306	60.6693
HMX1	642.87	655.606	853.788	569.149	570.066	603.785	548.33	670.416	569.288
LINC00853	5.1512	4.71174	3.08227	4.93075	6.16955	6.58333	10.9666	7.74408	6.02421
DENND6A	1128.63	1180.63	1000.2	1275.66	1192.57	1196.29	1307.77	1189.27	1423.22
DNAJC10	3471.91	3254.47	3125.42	3611.42	3479.01	3435.56	3342.07	3085.46	3378.08
LOC400027	140.628	136.641	114.044	156.375	139.432	153.298	128.858	164.838	191.269
TGIF1	241.592	256.454	232.711	251.468	265.907	261.452	254.974	258.874	245.487
RBBP4	8712.29	8587.34	8375.03	8717.15	8925.95	9457.67	8400.06	7705.58	8085.64
CCDC146	53.0574	55.1947	52.3985	53.5339	68.4819	68.6547	52.0914	47.5708	49.6997
CCR10	31.4223	40.3864	57.0219	22.5406	29.6138	30.0952	30.1582	73.0156	51.2058
DKFZP434I0714	83.9646	96.2542	98.6325	97.9106	104.882	109.095	117.891	127.726	76.8087
SP9	120.538	105.678	117.126	61.9866	78.9702	111.917	112.408	100.673	72.2905
TCEA2	125.174	116.447	132.537	101.433	115.987	116.619	137.083	175.901	128.015
BTNL9	219.441	245.011	243.499	222.588	210.998	221.012	241.265	244.492	230.426
KIF9-AS1	47.4647	53.8394	58.363	40.6782	44.2003	50.0891	35.642	59.1144	43.1647
CNOT2	1542.27	1453.24	1531.89	1638.42	1599.76	1533.92	1631.28	1469.16	1554.25
C6orf70	320.92	316.36	328.261	361.354	333.772	331.047	400.281	440.306	414.165
PRPF31	2368.19	2357.09	2474.92	2328.74	2327.12	2182.08	2072.7	2368.6	2198.3
NTNG2	47.9062	36.3477	52.3985	35.924	31.4647	38.5595	60.3163	59.74	36.1453
PIGA	997.273	985.428	977.078	1139	1056.84	1001.61	833.462	838.573	953.332
TMEM237	1542.27	1486.22	1494.9	1677.86	1565.83	1544.26	1518.87	1461.42	1700.33
APPBP2	1597.39	1508.43	1621.27	1610.24	1690.46	1674.99	1653.22	1526.69	1695.82
RRN3P1	45.3306	39.7133	44.6929	48.6031	53.0581	45.1428	41.1248	44.2519	37.6513
DDX24	4613.93	4492.31	4501.65	4734.93	4572.87	4659.12	3967.17	4112.11	4036.22
AKT1S1	709.321	682.53	798.307	651.563	653.972	674.321	729.279	637.227	597.903
TOMM40	3601.21	3615.25	3953.01	3551.55	3501.22	3275.68	2867.77	3088.78	2811.8
NKX2-5	739.713	752.533	815.259	593.803	723.688	711	586.713	690.329	600.915
CD70	70.5715	79.4265	98.6325	65.5085	65.3972	68.6547	115.149	99.5667	69.2784
ZNF608	317.829	313.668	291.274	321.908	321.433	341.393	372.864	341.846	358.441
SPINK5	48.4213	55.1947	44.6929	69.7349	54.292	57.369	68.5413	54.2086	52.7119
C10orf32-AS3MT	68.6548	201.986	164.757	17.287	7.97954	109.298	0.0112183	137.193	43.1172
MROH6	70.5715	90.1962	80.1389	59.169	70.9498	70.5357	54.833	94.0353	66.2663
BLOC1S5	421.076	360.339	261.743	497.834	387.165	540.312	0.180963	618.711	219.949
C20orf27	2977.4	2707.91	3142.37	2647.81	2732.49	2690.7	2601.83	2887.44	2417.21
RHBDD3	764.954	792.246	822.965	718.481	783.532	711.94	581.23	662.672	643.085
FAM207A	243.137	281.358	322.097	241.607	239.378	230.417	191.916	269.936	225.908
HIST2H2AB	1787.98	1841.62	2257.76	1756.05	1590.51	1620.44	2028.82	2182.72	1963.89
EMILIN1	44.3004	45.7712	53.9397	38.0372	41.336	44.2024	49.3497	60.8463	27.109
IRF8	325.041	308.283	315.932	309.228	299.84	276.5	337.223	306.444	328.32
STK17A	1148.72	1156.4	1200.54	1200.29	1208.61	1194.4	1039.09	1083.06	1170.2
MON1B	624.771	615.875	648.789	615.62	602.088	563.288	515.299	616.084	537.576
ZNF184	750.015	770.034	756.696	825.548	784.149	770.25	767.662	688.117	810.256
MTRNR2L2	1.03024	5.38485	1.54113	173.281	0	166.464	597.68	3.31889	0
DND1	77.618	97.2509	96.4422	79.9401	65.7661	79.33	96.1935	85.6944	70.9344
MIR103B2	0.51512	0.673106	0	0	0	0	0	0	0
MIR196A1	0.51512	0.673106	0	0	0	0	2.74165	0	0
MIR3656	0.51512	0.673106	0	0	0	0	0	0	0
MXD4	1822.55	1673.12	1985.11	1511.78	1735.79	1579.06	1661	1885.13	1727.69
NAA15	6989.67	6585.67	6293.99	7656.05	6979.61	6992.44	5486.04	5374.4	5726.02
MIR3944	0	0	0	0	1.23391	0.940476	0	0	0
MIR4761	0	0	0	0	1.23391	0.940476	0	0	0
MIR5091	0	0	0	0	1.23391	0.940476	0	0	0
MIR647	0	0	0	0	1.23391	0.940476	2.74165	0	0
SNORD98	0	0	0	0	1.23391	0.940476	0	1.1063	0
LCORL	777.347	699.849	691.562	779.975	760.41	837.532	755.966	657.79	824.645
TM7SF2	403.339	382.324	439.223	355.014	372.641	386.536	413.989	451.369	403.622
ANKRD32	887.037	934.272	858.411	1025.6	995.148	905.678	893.778	828.617	858.45
LIPT1	133.416	108.37	101.715	127.495	140.049	136.369	128.858	111.736	132.533
ITGA2B	133.931	136.641	147.949	166.237	159.174	142.012	145.307	185.858	168.678
TUBB2A	417.248	469.828	468.504	426.862	415.21	368.667	323.515	422.605	350.91
SDCBP2	35.031	39.7133	38.5181	36.6284	28.098	31.9762	49.3497	27.6582	36.1452
PLSCR3	47.7439	69.4244	105.592	57.453	27.2296	0.0717501	0	0	0.0373452
DNAL4	358.524	361.458	413.024	344.448	351.047	307.536	389.314	432.562	405.128
CHEK1	2079.03	1902.2	1969.57	2062.47	2097.65	2099.14	2075.43	1927.17	2185.28
SNORD30	0.51512	0.673106	0	4.22636	1.85086	0.940476	0	2.21259	0
NADKD1	1489.73	1334.77	1206.71	1520.08	1533.75	1468.08	1669.67	1378.45	1519.61
LOC100506207	20.0897	23.5587	32.3638	15.4966	16.6578	20.6905	30.1582	19.9133	33.1332
BTN2A1	746.96	791.017	743.759	876.124	788.796	799.753	676.187	607.917	681.111
MIR4664	0	0	0	0.704393	0	0.940476	0	1.1063	0
MIR497	0	0	0	0.704393	0	0.940476	0	0	0
KIF26A	2396.86	2421.16	2467.35	1934.26	2288.9	2325.8	2017.85	2564.4	2228.96
BCL6B	262.196	251.069	248.122	287.392	260.355	267.095	159.016	179.22	210.847
NR4A1	338.434	345.977	348.296	290.914	337.474	322.583	408.506	409.33	385.55
MBNL1-AS1	94.0106	94.1344	80.3587	100.339	95.6902	100.665	96.9213	82.4439	89.2163
ARHGAP29	1297.59	1172.55	1249.86	1414.42	1286.97	1324.19	1368.08	1097.45	1186.77
TLCD1	294.649	317.706	352.919	285.984	288.735	291.548	279.648	308.657	224.402
ROGDI	226.138	226.164	246.581	223.293	217.785	216.309	252.232	283.212	240.968
NFKB1	1028.7	1034.56	994.031	1077.72	1052.52	1032.64	858.137	1015.58	980.44
RORA	227.683	234.241	186.477	235.267	254.802	300.952	222.074	184.752	289.162
RBM12B	1532.48	1639.01	1285.3	1756.76	1660.22	1673.11	1373.57	1350.79	1420.21
CD72	16.999	16.1867	14.0033	20.4714	17.6293	28.2614	32.8998	29.927	24.1494
TBC1D14	2813.34	2746.77	2669.6	2602.19	2709.91	2591.31	2723.67	2881.02	2829.55
PAQR6	56.1523	78.7517	53.9405	43.6646	48.1255	49.8442	52.0963	71.9032	63.2585
GNGT1	6.69657	6.05796	6.16453	16.9054	6.7865	12.2262	8.22495	5.53149	4.51816
ZBTB41	1032.82	1000.24	867.658	1043.21	1059.93	1121.05	1036.34	837.467	1009.06
AP1B1	4789.08	4989.06	4817.58	4462.33	4808.54	4641.25	4304.39	4750.44	4519.66
RB1CC1	4942.58	4670.01	4358.32	5081.49	4944.27	4956.31	5466.85	5143.18	5557.34
TMEM108	173.08	144.718	163.36	130.313	153.622	132.607	175.466	167.051	165.666
RLIM	6169.08	6193.25	5349.27	6347.28	6514.42	6484.58	5826.01	5633.26	6409.76
IFI35	79.8437	94.2349	103.256	83.8228	77.7363	65.8333	82.2495	98.4604	108.436
CNPY4	172.955	182.639	188.021	203.541	183.836	199.248	139.361	190.622	188.267
C1GALT1	752.076	707.435	617.994	774.832	765.024	766.488	715.571	647.184	765.075
CEP192	1677.75	1696.9	1776.93	1882.14	1770.04	1774.68	1968.51	1804.37	1933.77
KBTBD8	763.409	698.684	707.38	937.547	791.553	768.369	600.421	498.94	579.83
JDP2	158.142	164.911	181.854	163.419	142.516	133.548	370.123	378.354	334.344
ESCO1	1989.4	1787.77	1807.75	2114.59	1936.62	2009.8	2116.55	1837.56	2058.77
DKFZP586I1420	173.596	177.027	141.784	177.507	189.405	205.024	150.791	126.118	152.111
PFKFB2	871.584	881.096	785.978	917.12	932.218	883.107	915.711	890.569	1018.09
UBASH3B	524.393	487.329	477.751	545.905	537.367	509.738	509.947	525.491	560.252
MOCS1	773.556	740.151	819.807	737.659	739.865	714.985	942.847	912.605	849.652
ZNF493	136.507	148.083	120.208	170.463	154.856	143.893	219.332	164.838	167.172
CDA	38.634	37.0208	33.9049	48.6031	48.1225	36.6786	35.6415	59.74	48.1937
ALS2	1546.39	1586.51	1420.92	1662.37	1569.53	1658.06	1496.94	1607.45	1650.63
LYRM7	1609.75	1577.09	1400.89	1803.25	1649.12	1627.02	1598.38	1451.46	1546.72
VEGFA	872.099	962.542	866.117	844.567	851.397	811.631	1099.4	1126.21	1106.95
UHMK1	3659.42	3564.1	3159.32	3651.57	3838.07	3851.25	2996.62	2703.79	3093.43
ADCY10P1	41.5341	43.4613	40.6814	48.8944	46.6459	66.39	52.8248	41.3837	48.4129
HCFC1R1	237.458	257.631	268.682	238.211	221.759	240.887	304.355	285.666	285.126
C2orf48	40.6945	53.1754	46.234	38.7416	32.6986	42.3214	43.8664	50.8897	33.1332
FBXO45	2206.26	2161.34	2112.89	2493.55	2238.93	2250.56	1713.53	1888.45	2033.17
PAXBP1	1767.3	1743.29	1624.35	1881.97	1804.45	1768.09	1411.95	1407.16	1509.07
HNRNPA3	3245.77	3407.26	2550.58	3667.77	3383.38	3869.12	3054.2	2746.94	2834.39
SNRK	821.07	800.572	767.484	938.446	844.435	825.95	733.219	746.751	878.346
KCNQ2	984.395	1029.85	1157.39	891.057	1000.7	929.19	945.869	1072	954.838
NAPA	1075.43	1007.86	1158.38	947.361	1035.3	964.989	1098.87	1043.96	872.98
C9orf9	69.0261	70.0031	83.2212	68.3261	64.1633	60.1905	74.0246	79.6534	94.8813
MAST1	194.2	236.26	194.183	163.419	180.768	189.036	249.49	242.279	216.872
MSS51	23.6955	22.8856	23.117	27.4713	28.3799	43.2619	24.6749	32.0826	40.6634
ETAA1	922.581	856.191	838.376	1018.55	895.818	953.642	1039.09	939.246	1140.08
PLCB1	527.483	549.928	476.21	538.156	587.341	645.166	726.537	609.57	688.266
C6orf170	507.909	533.773	508.574	580.42	533.666	536.071	583.972	576.381	593.385
VAX2	71.0866	78.0803	90.9269	71.8481	54.909	68.6547	68.5413	77.4408	58.7361
TPRN	612.478	609.161	688.886	580.42	604.615	555.821	507.205	590.763	585.855
BTG1	1058.05	1035.91	1029.45	1046.71	1109.27	1082.48	1091.17	1014.47	1054.23
THOP1	3234.44	3430.15	3661.73	3314.87	3132.89	2967.2	3004.85	3536.83	3153.67
CHML	3980.85	3924.88	3276.45	4329.2	4134.21	4082.61	3224.18	3123.08	3500.07
TRPM7	2422.1	2405.01	2274.71	2596.39	2454.86	2440.53	2385.24	2512.4	2771.14
VMO1	2.06048	3.36553	1.54113	4.93075	7.40345	2.82143	10.9666	8.85038	0
KANSL1L	574.84	553.875	473.454	621.558	565.968	620.059	630.518	497.871	636.318
FAM217B	1349.11	1269.67	1225.1	1482.28	1352.79	1340.74	1261.88	1140.63	1129.57
GAS1	532.635	556.659	508.574	486.031	488.628	521.024	449.631	525.491	427.719
ATRNL1	233.865	236.933	278.945	283.166	276.396	274.619	265.94	286.531	311.753
ANKRD40	2236.14	2155.29	2068.2	2208.98	2271.01	2290.06	2012.37	2088.69	2128.05
CFD	344.1	345.304	513.197	259.921	289.969	317.881	386.573	370.61	284.644
MIB1	6022.27	5744.96	5192.08	6156.39	6200.39	6027.51	6980.24	6632.25	7480.57
GNPNAT1	2346.89	2252.89	2109.81	2574.56	2337.64	2373.76	2253.64	2117.45	2257.57
BCL2L2-PABPN1	2041.46	1621.38	1562.72	2155.1	1984.39	2001.07	1775.87	1567.55	1362.12
KLHL8	1821.98	1862.49	1767.68	2203.34	1953.28	1878.13	1889	1668.3	1912.69
KIAA0232	1203.32	1278.23	1069.55	1389.77	1249.33	1330.77	1096.66	1222.46	1224.42
SLC4A7	1954.37	1935.18	1718.36	2139.95	1980.42	2004.15	2048.01	1844.2	2037.69
TRPC1	441.458	442.904	473.128	523.364	462.099	489.047	523.655	462.432	486.455
IDH2	1252.77	1308.52	1351.57	1280.59	1218.49	1196.29	1491.46	1674.93	1597.92
ANGEL2	1257.41	1155.72	1168.18	1319.33	1297.46	1217.92	1315.99	1232.41	1346.41
NUDT19	1168.29	1138.22	1115.78	1077.72	1099.41	1126.69	1074.73	1116.25	1010.56
LRRC37BP1	224.593	212.028	226.547	260.625	231.975	231.357	241.265	180.326	180.726
FAM209B	4.12096	6.05796	6.16453	4.93075	2.46782	0	2.74165	4.42519	6.02421
UCKL1	796.677	814.287	885.934	781.084	771.647	786.745	739.81	784.228	712.363
ETV1	77.7832	74.0417	80.1389	77.4832	57.3768	59.25	93.2161	59.74	45.1816
CFL2	2430.34	2273.75	2365.64	2572.44	2396.87	2487.56	2571.67	2030.06	2114.5
LPIN2	409.521	416.653	409.941	411.365	443.59	445.786	540.105	570.849	597.903
DPH1	1939.08	1846.49	2058.23	1734.35	1906.49	1647.84	1569.19	1813.47	1724.97
GPR137B	158.657	152.795	183.395	121.86	141.283	155.179	159.016	164.838	162.654
ZNF268	801.012	819.843	752.073	926.981	866.821	806.928	833.462	787.684	926.223
HESX1	14.4234	13.4621	4.6234	22.5406	20.9765	13.1667	30.1582	16.5945	18.0726
ESPNL	321.95	347.323	385.283	276.122	309.094	331.047	293.357	359.547	310.247
CEBPA	1009.64	1019.08	1148.14	926.981	1008.1	954.583	753.954	894.994	777.123
SRSF12	331.738	347.323	289.733	371.215	343.027	363.024	381.089	283.212	320.789
ZDHHC1	50.9969	56.5409	67.8099	44.3768	48.7394	51.7262	74.0246	77.4408	72.2905
TOR1A	700.049	706.762	708.921	707.21	738.495	763.666	726.537	660.459	716.881
MPP6	1052.39	1056.78	989.407	1209.44	1098.8	1065.56	1069.24	1048.77	987.971
AZI2	869.008	901.962	915.433	972.062	925.432	915.083	954.094	883.931	1013.57
SH3RF1	689.746	680.51	641.111	717.776	703.945	687.488	644.288	599.613	609.951
CDR2L	658.324	630.028	747.45	519.842	630.527	608.488	520.914	540.979	459.346
TBC1D7	682.535	727.628	826.047	705.802	634.229	584.976	737.504	702.499	662.663
LANCL2	516.151	523.677	557.89	509.276	510.221	460.833	455.114	425.924	418.683
NRL	23.1804	20.8663	38.5283	17.6098	16.6578	16.9286	24.6749	24.3385	19.5787
SOX21	47.9062	53.8485	55.4808	64.0998	61.6955	53.6071	68.5413	68.5904	63.2542
MIRLET7F1	0	0	0	0	1.23391	1.88095	0	0	0
MIR3192	0	0	0	0	0.616955	0.940476	0	0	0
MIR3940	0	0	0	0	0.616955	0.940476	0	0	1.50605
MIR4648	0	0	0	0	0.616955	0.940476	0	0	0
MIR4749	0	0	0	0	0.616955	0.940476	0	0	0
SLC38A3	134.962	131.929	140.243	80.3008	125.859	119.44	167.241	160.413	140.063
FAHD1	846.302	778.111	816.718	895.716	857.935	836.083	778.629	659.353	697.216
MAU2	1619.54	1628.24	1756.89	1324.96	1620.12	1512.29	1527.1	1834.24	1646.12
GIN1	214.29	222.125	234.252	276.826	243.697	232.298	318.031	232.322	328.32
MIR4658	1.03024	0.673106	0	0	0	0	0	0	0
RTN4RL1	364.19	359.439	428.435	312.75	321.433	363.964	241.265	277.681	295.186
TMEM53	88.6007	81.4459	77.0567	76.7788	75.8854	63.0119	79.5079	90.7164	76.8087
CD46	2291.77	2257.6	2254.68	2680.92	2433.89	2308.87	2615.53	2108.6	2337.39
LPGAT1	3194.78	3157.54	2835.68	3417.01	3195.82	3311.42	3251.6	2958.24	3228.98
